"corpus","bul_newscrawl_2011"
"осиновено",6
"запушен",6
"запълниха",6
"оскверниха",6
"ослепително",6
"оскъпяването",6
"запътил",6
"turismo",6
"осмелява",6
"артериалната",6
"осмината",6
"осмисля",6
"вирусна",6
"осмият",6
"осмото",6
"вирусно",6
"зарадвала",6
"висите",6
"turner",6
"оспорвани",6
"заразна",6
"висококачествена",6
"осребряване",6
"оспорил",6
"заразяват",6
"оставените",6
"оставихте",6
"зареждаме",6
"високопреосвещенство",6
"зареждаха",6
"зарежи",6
"зареждащи",6
"високоскоростният",6
"заробва",6
"заробят",6
"високопроходими",6
"остарея",6
"заровим",6
"зарови",6
"острия",6
"kaka",6
"зарязала",6
"артистични",6
"остъклени",6
"осуетили",6
"осъждането",6
"осъмнат",6
"осъм",6
"осъзнаха",6
"осъмне",6
"заседаниета",6
"заседнала",6
"висящо",6
"twingo",6
"отбележите",6
"kakво",6
"засетите",6
"отби",6
"витамините",6
"отблъскват",6
"засечка",6
"отборче",6
"засиления",6
"отбранителната",6
"отбраняват",6
"отварачката",6
"аруба",6
"засипва",6
"отваряше",6
"засичал",6
"арутюнян",6
"виторио",6
"отвлякла",6
"виф",6
"отвратена",6
"заснежени",6
"отвреме",6
"отвращава",6
"отгледали",6
"tогава",6
"отглеждали",6
"отглеждано",6
"заспала",6
"отговаряла",6
"заспивам",6
"отговарящо",6
"tолкова",6
"отдаваме",6
"вк",6
"отдадено",6
"застигната",6
"отдайте",6
"вкаменелости",6
"kavarna",6
"археоложка",6
"kaza",6
"отдалечените",6
"застраховал",6
"вкарай",6
"отдали",6
"отделена",6
"отдръпна",6
"застрахователният",6
"отдъхнем",6
"отдъхна",6
"отегчен",6
"застрашат",6
"застреляли",6
"отивала",6
"застрои",6
"застудяване",6
"откаде",6
"застудявания",6
"застроят",6
"tурският",6
"застъпниците",6
"отказахме",6
"засягане",6
"отказвах",6
"откарали",6
"затаяваше",6
"откачат",6
"затварям",6
"затваряйте",6
"отклоненията",6
"отклонявани",6
"отклонят",6
"архитектка",6
"отключен",6
"откриващата",6
"откривателя",6
"затвърдиха",6
"затвърждава",6
"затихващи",6
"вкусните",6
"откъде-накъде",6
"откупят",6
"откърти",6
"вкусовете",6
"bulgariq",6
"заточение",6
"заточен",6
"отлаган",6
"затриха",6
"отлагателната",6
"затруднените",6
"арънч",6
"отличничка",6
"затрупаха",6
"отложили",6
"отложим",6
"владения",6
"отмести",6
"затягането",6
"отминал",6
"заушка",6
"заучени",6
"univision",6
"захарната",6
"kers",6
"отнемаше",6
"отнело",6
"захванаха",6
"асансьорна",6
"относителният",6
"отоман",6
"отоплителна",6
"отоци",6
"захранили",6
"зачестили",6
"отписа",6
"отписване",6
"асансьорен",6
"отправяне",6
"отправих",6
"отправите",6
"отправяни",6
"зашеметяващо",6
"зашото",6
"отприщва",6
"защитаван",6
"отпуснало",6
"властелина",6
"отразил",6
"отразиха",6
"защитих",6
"отрежа",6
"отрезвяващо",6
"отрежеш",6
"защитно",6
"влашко",6
"отречен",6
"заявена",6
"отрицателния",6
"заявеното",6
"асеновградчаните",6
"заявим",6
"отровната",6
"асеновци",6
"b.a",6
"отровно",6
"заявиш",6
"влезна",6
"влезнал",6
"асенчо",6
"va",6
"отрязала",6
"асикс",6
"отсам",6
"отсее",6
"влезнеш",6
"отсечена",6
"отскок",6
"отскачат",6
"отсичат",6
"отслабнем",6
"за…",6
"vadis",6
"отстоявал",6
"звездичка",6
"отстранения",6
"отстрелват",6
"звездно",6
"отстъпя",6
"отсъдената",6
"отстъпките",6
"отсъствала",6
"отсъжданията",6
"отсъствате",6
"отсякъл",6
"отсяват",6
"влизащи",6
"оттеглена",6
"влизащ",6
"valley",6
"звучало",6
"kirilica",6
"оттласне",6
"асистираха",6
"отцепен",6
"отцепниците",6
"отцепят",6
"отца",6
"влиятелните",6
"отчаяната",6
"здание",6
"kiprova@desant.net",6
"вложа",6
"здания",6
"vaya",6
"kitty",6
"отчетът",6
"вложен",6
"отчуждена",6
"здравенякът",6
"аснар",6
"отървала",6
"отървава",6
"здравината",6
"здравина",6
"отърси",6
"асо",6
"офисни",6
"вложиха",6
"офицерски",6
"оформените",6
"вложиш",6
"оформиха",6
"здравословният",6
"офце",6
"здрача",6
"охеда",6
"зебрите",6
"охлузни",6
"асосиейшън",6
"охолно",6
"зеедорф",6
"влудявали",6
"venom",6
"ds3",6
"охранявана",6
"охранявал",6
"охраняем",6
"асоцииране",6
"know",6
"оцветява",6
"влюбите",6
"влюбеният",6
"влюбиш",6
"dsg",6
"зелки",6
"оценявали",6
"земат",6
"аспекта",6
"земеш",6
"очарована",6
"вм",6
"очевидецът",6
"очертаваше",6
"вмз",6
"аспен",6
"очертаят",6
"очилат",6
"очистване",6
"зетова",6
"вмирисва",6
"очичките",6
"философства",6
"вмро-дпмне",6
"ощетено",6
"п*тка",6
"п.м",6
"паважа",6
"зимният",6
"зимъска",6
"астарджиев",6
"внасяните",6
"пагоните",6
"падежа",6
"падеш",6
"внедрява",6
"златисто",6
"златиста",6
"vidim",6
"koko",6
"пазаруваш",6
"пазели",6
"пазвантов",6
"koiato",6
"пазила",6
"пазиха",6
"злобарка",6
"злобар",6
"злобния",6
"палатковия",6
"палев",6
"паленето",6
"злонамерено",6
"злополуката",6
"злосторници",6
"палеше",6
"злоупотребили",6
"змея",6
"visual",6
"памперс",6
"памука",6
"знамение",6
"durjava",6
"знаменитото",6
"vladimir",6
"konstantin",6
"vmesto",6
"асфалтиран",6
